City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
139,severo-yeniseyskiy,RU,2021-11-12 23:57:12,60.3725,93.0408,-7.76,97,50,3.33
140,ures,MX,2021-11-12 23:57:13,29.4333,-110.4,88.25,17,0,5.35
141,port-cartier,CA,2021-11-12 23:57:13,50.0334,-66.8654,35.74,86,100,16.06
142,owensboro,US,2021-11-12 23:57:13,37.7742,-87.1133,48.29,71,100,11.23
143,sao filipe,IN,2021-11-12 23:57:08,20.5113,76.2129,64.63,62,71,4.94
144,silvan,TR,2021-11-12 23:57:14,38.1419,41.0081,37.69,48,0,2.01
145,russell,US,2021-11-12 23:57:14,32.3502,-85.1999,56.48,55,0,2.21
146,lubbock,US,2021-11-12 23:57:14,33.6001,-101.8338,52.47,30,21,3.33
147,polonnaruwa,LK,2021-11-12 23:57:15,7.9333,81.0,75.94,74,86,6.73
148,victoria,HK,2021-11-12 23:57:12,22.2855,114.1577,71.26,52,100,1.99
149,chirongui,YT,2021-11-12 23:57:15,-12.9319,45.1483,78.73,77,19,11.5
150,anchorage,US,2021-11-12 23:53:48,61.2181,-149.9003,21.06,89,90,4.0
151,awbari,LY,2021-11-12 23:57:15,26.5921,12.7805,66.56,50,100,8.1
152,tadine,NC,2021-11-12 23:57:15,-21.55,167.8833,80.92,67,9,5.37
153,zhigalovo,RU,2021-11-12 23:58:16,54.8097,105.1578,15.3,98,86,3.09
154,comodoro rivadavia,BR,2021-11-12 23:58:16,-13.6631,-59.7858,69.57,98,96,3.69
155,tuktoyaktuk,CA,2021-11-12 23:58:16,69.4541,-133.0374,15.8,92,90,6.91
156,limburg,NL,2021-11-12 23:58:17,51.25,6.0,49.8,86,95,1.99
157,nagato,JP,2021-11-12 23:58:17,34.3833,131.2,53.51,56,68,12.53
158,dikson,RU,2021-11-12 23:58:17,73.5069,80.5464,9.21,94,100,15.32
159,ukiah,US,2021-11-12 23:55:02,39.1502,-123.2078,73.29,59,1,0.0
160,daru,PG,2021-11-12 23:58:17,-9.0763,143.2092,87.15,63,99,3.83
161,alice springs,US,2021-11-12 23:58:18,27.7523,-98.0697,80.17,47,0,7.38
162,zhezkazgan,KZ,2021-11-12 23:58:18,47.8043,67.7144,24.01,52,36,6.98
163,taunggyi,MM,2021-11-12 23:58:18,20.7833,97.0333,58.48,96,71,2.57
164,port lincoln,CD,2021-11-12 23:57:07,-7.0349,29.7638,77.38,56,72,6.2
165,college,US,2021-11-12 23:58:19,64.8569,-147.8028,7.2,78,90,0.0
166,sechura,PE,2021-11-12 23:58:19,-5.5569,-80.8222,67.39,70,58,15.23
167,qasigiannguit,GL,2021-11-12 23:58:19,68.8193,-51.1922,4.55,93,100,5.66
168,port victoria,CD,2021-11-12 23:58:19,-7.0349,29.7638,77.38,56,72,6.2
169,airai,TL,2021-11-12 23:58:20,-8.9266,125.4092,70.39,77,99,1.25
170,mys shmidta,RU,2021-11-12 23:58:20,62.0589,48.6201,31.08,88,98,4.92
171,olenino,RU,2021-11-12 23:58:20,56.2092,33.4889,37.96,85,96,10.33
172,svetlogorsk,BY,2021-11-12 23:58:21,52.6333,29.7333,35.6,92,85,5.41
173,alyangula,AU,2021-11-12 23:58:21,-13.8483,136.4192,84.07,70,40,11.5
174,carlsbad,US,2021-11-12 23:54:48,33.1581,-117.3506,94.19,38,1,4.0
175,pisco,PE,2021-11-12 23:58:21,-13.7,-76.2167,65.01,82,0,20.71
176,kirakira,SB,2021-11-12 23:58:21,-10.4544,161.9205,86.47,69,27,8.48
177,iqaluit,CA,2021-11-12 23:57:56,63.7506,-68.5145,15.53,79,90,9.22
178,pandan,PH,2021-11-12 23:58:22,14.0453,124.1694,81.01,86,82,12.24
179,zheleznodorozhnyy,RU,2021-11-12 23:58:22,55.7503,38.0042,40.55,86,100,14.32
180,sarab,IR,2021-11-12 23:58:22,38.6066,44.9883,38.08,69,1,0.63
181,guadalajara,MX,2021-11-12 23:58:23,20.6667,-103.3333,68.32,38,1,1.36
182,gariaband,IN,2021-11-12 23:58:23,20.635,82.0614,68.79,97,100,3.85
183,garden city,DE,2021-11-12 23:58:23,53.688,12.0492,43.63,84,100,8.14
184,faya,SA,2021-11-12 23:58:24,18.3851,42.4509,54.12,63,0,1.92
185,sao jose da coroa grande,IN,2021-11-12 23:58:24,20.5113,76.2129,64.63,62,71,4.94
186,tuatapere,NZ,2021-11-12 23:58:24,-46.1333,167.6833,51.3,97,100,6.58
187,katsuura,JP,2021-11-12 23:58:24,35.1333,140.3,62.19,63,2,9.75
188,panukulan,PH,2021-11-12 23:58:25,14.9333,121.8144,79.47,86,100,15.14
189,sabla,NG,2021-11-12 23:58:25,12.7525,4.7077,82.54,21,84,4.63
190,dubinino,RU,2021-11-12 23:58:25,55.6192,89.0911,32.59,83,100,13.53
191,port antonio,CD,2021-11-12 23:58:19,-7.0349,29.7638,77.38,56,72,6.2
192,krasnoselkup,RU,2021-11-12 23:58:26,65.7,82.4667,8.85,88,100,17.13
193,barsi,IN,2021-11-12 23:58:26,18.2333,75.7,70.56,74,77,9.46
194,egvekinot,RU,2021-11-12 23:58:26,66.3167,-179.1667,1.89,95,89,3.02
195,lorengau,PG,2021-11-12 23:58:26,-2.0226,147.2712,85.23,70,56,3.53
196,taltal,CL,2021-11-12 23:58:27,-25.4,-70.4833,63.57,75,23,4.12
197,naze,JP,2021-11-12 23:58:27,28.3667,129.4833,59.92,53,77,6.78
198,havoysund,NO,2021-11-12 23:58:27,70.9963,24.6622,31.08,81,100,18.23
199,leshukonskoye,RU,2021-11-12 23:58:27,64.8989,45.7622,25.52,88,92,5.95
200,bobo dioulasso,NG,2021-11-12 23:58:28,12.2858,6.1451,79.75,19,59,7.18
201,codrington,AU,2021-11-12 23:58:28,-38.2667,141.9667,54.48,51,100,16.15
202,eenhana,NA,2021-11-12 23:58:28,-17.4667,16.3333,73.2,53,99,5.61
203,ixtapa,MX,2021-11-12 23:58:28,20.7,-105.2,82.22,82,16,4.0
204,ponta do sol,PT,2021-11-12 23:59:29,38.7333,-28.2667,63.0,85,95,18.57
205,darhan,MN,2021-11-12 23:59:29,49.4867,105.9228,27.5,59,100,1.23
206,lobito,AO,2021-11-12 23:59:29,-12.3481,13.5456,77.34,85,51,8.68
207,konya,TR,2021-11-12 23:59:29,38.1667,32.5,34.0,44,7,3.02
208,bongandanga,CD,2021-11-12 23:59:30,1.5,21.05,70.79,98,99,1.83
209,touho,NC,2021-11-12 23:59:30,-20.7833,165.2333,79.11,75,82,5.26
210,shingu,JP,2021-11-12 23:59:30,33.7333,135.9833,52.79,58,1,4.14
211,broome,US,2021-11-12 23:59:31,42.2506,-75.833,46.58,67,31,7.0
212,luderitz,NA,2021-11-12 23:59:31,-26.6481,15.1594,65.5,63,18,16.17
213,kodiak,US,2021-11-12 23:59:31,57.79,-152.4072,24.69,63,15,12.19
214,san rafael del sur,ML,2021-11-12 23:59:31,13.3034,-4.8956,78.66,16,67,10.36
215,catuday,PH,2021-11-12 23:59:32,16.2923,119.8062,79.95,75,94,12.62
216,milkovo,RU,2021-11-12 23:59:32,54.7167,158.6167,32.22,99,100,3.36
217,gaziantep,TR,2021-11-12 23:59:32,37.0594,37.3825,39.13,56,0,0.0
218,esperance,AU,2021-11-12 23:59:33,-33.8667,121.9,53.44,54,85,5.64
219,ostuacan,MX,2021-11-12 23:59:33,17.4167,-93.3,67.68,93,50,2.37
220,smidovich,RU,2021-11-12 23:59:33,48.6,133.8167,23.11,88,23,11.16
221,itarema,BR,2021-11-12 23:59:33,-2.9248,-39.9167,80.64,73,19,10.09
222,korla,CN,2021-11-12 23:59:34,41.7597,86.1469,29.68,38,0,3.09
223,brae,GB,2021-11-12 23:59:34,60.3964,-1.353,49.91,93,98,9.98
224,cassilandia,BR,2021-11-12 23:59:30,-19.1133,-51.7342,74.84,73,93,6.98
225,erzin,TR,2021-11-12 23:59:34,36.9559,36.2,48.72,38,0,6.33
226,berlevag,NO,2021-11-12 23:59:34,70.8578,29.0864,26.1,70,89,12.64
227,kaitangata,NZ,2021-11-12 23:59:35,-46.2817,169.8464,50.38,97,100,9.15
228,hamilton,US,2021-11-12 23:57:05,39.1834,-84.5333,45.99,83,100,1.01
229,mpika,ZM,2021-11-12 23:59:35,-11.8343,31.4529,68.95,44,63,5.77
230,zeya,RU,2021-11-12 23:59:35,53.75,127.2667,21.0,58,8,5.5
231,tiksi,RU,2021-11-12 23:59:36,71.6872,128.8694,-9.09,100,90,0.96
232,lusambo,CD,2021-11-12 23:59:36,-4.9667,23.45,67.3,97,100,0.43
233,ailigandi,PA,2021-11-12 23:59:36,9.2333,-78.0167,80.1,85,57,6.17
234,minab,IR,2021-11-12 23:59:36,27.1467,57.0801,65.7,37,0,2.73
235,hobyo,SO,2021-11-12 23:59:37,5.3505,48.5268,79.99,73,95,12.91
236,baykit,RU,2021-11-12 23:59:37,61.67,96.37,-9.92,98,90,1.39
237,moron,AR,2021-11-12 23:59:37,-34.6534,-58.6198,71.01,76,1,5.01
238,vicksburg,US,2021-11-12 23:59:37,32.3526,-90.8779,62.56,72,1,0.0
239,vila velha,PT,2021-11-12 23:59:38,42.0304,-8.1588,45.93,86,21,3.69
240,churapcha,RU,2021-11-12 23:59:38,62.0025,132.4325,2.44,94,100,5.08
241,santiago,CL,2021-11-12 23:58:22,-33.4569,-70.6483,67.44,43,20,8.05
242,fortuna,US,2021-11-12 23:59:38,40.5982,-124.1573,67.19,69,20,1.99
243,cayenne,GF,2021-11-12 23:59:39,4.9333,-52.3333,81.09,85,0,0.0
244,northam,GB,2021-11-12 23:59:39,51.0333,-4.2167,55.62,87,76,17.69
245,port-gentil,GA,2021-11-12 23:59:39,-0.7193,8.7815,78.76,89,40,6.91
246,pangkalanbuun,ID,2021-11-12 23:59:39,-2.6833,111.6167,75.42,95,100,2.24
247,santa rosa,PH,2021-11-12 23:59:40,17.486,120.4348,80.33,73,58,4.41
248,banda aceh,IN,2021-11-12 23:59:40,25.4833,80.3333,64.67,48,82,0.83
249,kovylkino,RU,2021-11-12 23:59:40,54.0388,43.9139,35.62,97,100,19.19
250,masaka,UG,2021-11-12 23:59:40,-0.3338,31.7341,60.22,90,78,6.24
251,ostrovnoy,RU,2021-11-12 23:59:41,68.0531,39.5131,29.07,65,100,13.13
252,zyryanka,RU,2021-11-12 23:59:41,65.75,150.85,2.39,95,98,5.84
253,sibu,MY,2021-11-12 23:59:41,2.3,111.8167,75.51,94,40,5.01
254,hambantota,LK,2021-11-12 23:59:41,6.1241,81.1185,78.15,83,72,14.14
255,havelock,US,2021-11-13 00:00:42,34.8791,-76.9013,64.96,94,100,3.67
256,bom jesus,ML,2021-11-13 00:00:42,14.9539,-2.9272,76.95,11,93,5.91
257,morazan,HN,2021-11-13 00:00:42,15.3167,-87.6,76.82,98,39,2.46
258,cockburn town,AU,2021-11-13 00:00:42,-32.0833,141.0,59.67,44,64,19.33
259,swan hill,PH,2021-11-13 00:00:43,18.2242,121.3791,76.84,92,88,1.9
260,roma,US,2021-11-13 00:00:43,43.2128,-75.4557,46.67,90,1,4.61
261,grand river south east,US,2021-11-13 00:00:43,38.8755,-109.5012,49.95,44,5,1.61
262,castro,BR,2021-11-13 00:00:44,-24.7911,-50.0119,54.12,92,37,11.12
263,maribo,DK,2021-11-13 00:00:44,54.7766,11.5002,45.99,85,100,14.56
264,mangaratiba,BR,2021-11-13 00:00:44,-22.9597,-44.0406,67.03,76,100,2.66
265,kayerkan,RU,2021-11-13 00:00:44,69.3497,87.7602,9.05,85,100,17.49
266,nhulunbuy,AU,2021-11-13 00:00:45,-12.2333,136.7667,84.81,79,40,9.22
267,wellington,NZ,2021-11-13 00:00:45,-41.2866,174.7756,66.76,95,75,1.99
268,san policarpo,ML,2021-11-13 00:00:45,13.3034,-4.8956,78.66,16,67,10.36
269,sola,VU,2021-11-13 00:00:46,-13.8833,167.55,82.29,74,43,11.63
270,robertsport,LR,2021-11-13 00:00:46,6.7533,-11.3686,79.21,82,69,6.53
271,port alfred,CD,2021-11-13 00:00:46,-7.0349,29.7638,77.38,56,72,6.2
272,rossland,CA,2021-11-13 00:00:46,49.0831,-117.8022,39.9,10,100,0.51
273,panalingaan,PH,2021-11-13 00:00:47,8.7842,117.4231,77.79,87,100,3.89
274,picota,PE,2021-11-13 00:00:47,-6.9197,-76.3304,78.49,77,94,2.35
275,gravdal,NO,2021-11-13 00:00:47,68.1214,13.5031,37.94,67,100,18.39
276,noumea,NC,2021-11-13 00:00:48,-22.2763,166.4572,89.58,99,79,8.28
277,kudahuvadhoo,MV,2021-11-13 00:00:48,2.6708,72.8944,82.24,77,30,20.18
278,thompson,CA,2021-11-12 23:56:23,55.7435,-97.8558,23.16,74,90,6.91
279,winkler,CA,2021-11-13 00:00:48,49.1817,-97.941,29.12,92,96,10.09
280,cabo san lucas,BR,2021-11-13 00:00:05,-8.2833,-35.0333,77.88,83,44,8.05
281,san carlos de bariloche,ML,2021-11-12 23:59:31,13.3034,-4.8956,78.66,16,67,10.36
282,phan rang,TH,2021-11-13 00:00:48,19.5539,99.7405,70.81,94,78,2.13
283,geraldton,AU,2021-11-13 00:00:49,-28.7667,114.6,73.81,38,0,8.05
284,adrar,MR,2021-11-13 00:00:49,20.5022,-10.0711,73.2,46,78,5.57
285,cleburne,US,2021-11-13 00:00:49,32.3476,-97.3867,60.82,32,1,10.36
286,marawi,PH,2021-11-13 00:00:50,7.9986,124.2928,71.65,79,98,0.98
287,clinton,US,2021-11-13 00:00:50,42.587,-82.9199,44.94,67,97,1.01
288,puerto del rosario,ES,2021-11-13 00:00:50,36.5939,-6.233,53.74,73,0,2.3
289,cururupu,BR,2021-11-13 00:00:50,-1.8283,-44.8683,76.1,89,37,3.44
290,boa viagem,CM,2021-11-13 00:00:51,4.4296,8.9742,76.89,91,84,2.21
291,longyearbyen,SJ,2021-11-13 00:00:51,78.2186,15.6401,-2.74,84,95,3.6
292,kenai,US,2021-11-13 00:00:51,60.5544,-151.2583,24.1,89,90,4.61
293,mumbwa,ZM,2021-11-13 00:00:51,-14.9783,27.0619,68.88,62,51,5.5
294,saint-joseph,RE,2021-11-13 00:00:52,-21.3667,55.6167,70.18,80,34,5.73
295,kavieng,PG,2021-11-13 00:00:52,-2.5744,150.7967,84.51,69,98,4.88
296,pevek,RU,2021-11-13 00:00:52,69.7008,170.3133,11.46,94,99,7.83
297,bagnols-sur-ceze,FR,2021-11-13 00:00:52,44.1599,4.6178,46.62,87,4,2.3
298,sumbe,AO,2021-11-13 00:00:53,-11.2061,13.8437,77.47,88,70,9.37
299,pueblo nuevo,US,2021-11-13 00:00:53,38.2545,-104.6091,51.94,42,21,4.83
300,konstantinovo,BY,2021-11-13 00:00:53,54.6628,29.2699,34.52,96,48,6.69
301,santa marta,PH,2021-11-12 23:59:40,17.486,120.4348,80.33,73,58,4.41
