City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
302,whitianga,NZ,2021-11-13 00:00:53,-36.8333,175.7,67.01,98,100,10.27
303,kumluca,TR,2021-11-13 00:00:54,36.3703,30.2869,62.08,32,98,6.08
304,makurdi,NG,2021-11-13 00:00:54,7.7411,8.5121,78.73,69,45,4.21
305,qingdao,CN,2021-11-13 00:00:02,36.0986,120.3719,51.75,49,0,6.13
306,morondava,MG,2021-11-13 00:01:54,-20.2833,44.2833,77.67,81,88,2.53
307,knysna,ZA,2021-11-13 00:01:55,-34.0363,23.0471,59.74,89,62,4.05
308,santa cruz,PH,2021-11-13 00:01:55,17.486,120.4348,80.33,73,58,4.41
309,waipawa,NZ,2021-11-13 00:01:55,-41.4122,175.5153,63.45,82,100,8.75
310,arezzo,IT,2021-11-13 00:01:56,43.4724,11.869,54.32,91,67,1.79
311,mackay,AU,2021-11-12 23:57:24,-21.15,149.2,76.98,50,40,14.97
312,elko,US,2021-11-13 00:01:56,41.0002,-115.5012,52.75,48,6,3.51
313,virginia beach,US,2021-11-13 00:01:56,37.5481,-77.4467,56.28,68,1,3.44
314,provideniya,RU,2021-11-13 00:01:56,64.3833,-173.3,18.27,93,97,1.97
315,mae sai,CN,2021-11-13 00:01:57,34.8244,108.9303,41.22,45,0,4.16
316,hovd,MN,2021-11-13 00:01:48,48.0056,91.6419,26.83,23,100,8.41
317,ereymentau,KZ,2021-11-13 00:01:57,51.6199,73.1033,27.05,55,100,17.76
318,hesperia,US,2021-11-13 00:01:57,34.4264,-117.3009,82.29,25,0,5.99
319,arlit,NE,2021-11-13 00:01:57,18.7369,7.3853,79.7,15,99,7.07
320,kloulklubed,PW,2021-11-13 00:01:58,7.0419,134.2556,86.5,73,64,8.39
321,eyl,SO,2021-11-13 00:01:58,7.9803,49.8164,75.97,78,62,10.85
322,coos bay,US,2021-11-13 00:01:58,43.1665,-124.0015,66.72,97,100,4.27
323,waitati,NZ,2021-11-13 00:01:59,-45.75,170.5667,54.81,66,100,6.42
324,aksay,RU,2021-11-13 00:01:59,47.26,39.87,45.25,54,24,11.01
325,sistranda,NO,2021-11-13 00:01:59,63.7256,8.834,35.91,71,95,23.85
326,lewisporte,CA,2021-11-13 00:01:59,49.2499,-55.0482,31.55,76,90,6.4
327,gao,ML,2021-11-13 00:01:53,16.6362,1.637,75.76,10,91,10.31
328,ust-kuyga,RU,2021-11-13 00:02:00,70.0167,135.6,-15.66,100,100,5.35
329,yorosso,ML,2021-11-13 00:02:00,12.3536,-4.7761,76.87,18,64,6.49
330,asau,RO,2021-11-13 00:02:00,46.4333,26.4,37.76,54,58,1.45
331,meadow lake,US,2021-11-13 00:02:01,45.5291,-102.2163,28.67,37,43,4.56
332,mareeba,AU,2021-11-13 00:01:45,-17.0,145.4333,88.32,68,81,4.03
333,mozarlandia,BR,2021-11-13 00:02:01,-14.7447,-50.5706,74.1,90,100,3.22
334,sinnamary,GF,2021-11-12 23:57:24,5.3833,-52.95,78.24,85,84,8.05
335,sur,OM,2021-11-13 00:02:01,22.5667,59.5289,76.19,51,0,7.94
336,graben-neudorf,DE,2021-11-13 00:02:01,49.167,8.4924,40.6,92,14,3.94
337,calama,CL,2021-11-13 00:02:02,-22.4667,-68.9333,59.25,21,98,7.2
338,oga,IT,2021-11-13 00:02:02,46.4631,10.347,25.34,97,51,3.38
339,sciacca,IT,2021-11-13 00:02:02,37.5082,13.0881,61.47,68,78,6.04
340,mahibadhoo,MV,2021-11-13 00:02:02,3.7833,72.9667,82.04,78,39,21.21
341,beloha,MG,2021-11-13 00:02:03,-25.1667,45.05,70.18,95,58,6.55
342,auki,SB,2021-11-13 00:02:03,-8.7676,160.7034,84.72,72,60,4.07
343,neiafu,TO,2021-11-13 00:02:03,-18.65,-173.9833,80.11,70,99,3.6
344,sandwick,GB,2021-11-13 00:02:04,60.0,-1.25,49.82,100,90,3.44
345,myitkyina,MM,2021-11-13 00:02:04,25.3833,97.4,62.35,91,83,2.55
346,atar,MR,2021-11-13 00:02:04,20.5169,-13.0499,78.75,33,58,3.42
347,meulaboh,ID,2021-11-13 00:02:04,4.1363,96.1285,74.19,89,83,4.09
348,ahipara,NZ,2021-11-13 00:02:05,-35.1667,173.1667,67.23,97,100,14.43
349,kondinskoye,RU,2021-11-13 00:02:05,59.6481,67.41,27.72,92,78,12.82
350,elbistan,TR,2021-11-13 00:02:05,38.2059,37.1983,40.21,44,0,0.13
351,kurilsk,RU,2021-11-13 00:02:05,45.2333,147.8833,43.83,74,62,19.6
352,batticaloa,LK,2021-11-13 00:02:06,7.7102,81.6924,78.26,82,100,3.67
353,sobolevo,RU,2021-11-13 00:02:06,54.4299,31.8996,34.83,95,34,9.75
354,kidodi,TZ,2021-11-13 00:02:06,-7.6036,37.0044,72.55,82,80,1.81
355,antalaha,MG,2021-11-13 00:02:07,-14.9003,50.2788,70.77,89,52,5.06
356,buraydah,SA,2021-11-13 00:02:07,26.326,43.975,58.87,39,49,9.35
357,arcata,US,2021-11-13 00:03:07,40.8665,-124.0828,66.2,78,98,4.09
358,belaya gora,UA,2021-11-13 00:03:07,49.029,25.7706,38.98,77,2,6.22
359,bairiki,KI,2021-11-13 00:03:08,1.3292,172.9752,81.95,72,86,15.32
360,tarakan,ID,2021-11-13 00:03:08,3.3,117.6333,77.41,85,100,6.93
361,sangar,RU,2021-11-13 00:03:08,63.9242,127.4739,-14.94,99,100,2.13
362,gambela,ET,2021-11-13 00:03:09,8.25,34.5833,76.84,60,97,4.41
363,batouri,CM,2021-11-13 00:03:09,4.4333,14.3667,68.11,94,48,1.01
364,ati,TD,2021-11-13 00:03:09,13.2154,18.3353,83.14,16,2,10.47
365,tilichiki,RU,2021-11-13 00:03:09,60.4667,166.1,31.48,99,100,3.83
366,klaksvik,FO,2021-11-13 00:03:10,62.2266,-6.589,47.32,90,100,25.32
367,portland,US,2021-11-12 23:54:47,45.5234,-122.6762,61.16,95,100,1.99
368,kota belud,IN,2021-11-13 00:03:10,25.1833,75.8333,64.0,46,13,2.44
369,sheltozero,RU,2021-11-13 00:03:10,61.3667,35.3667,36.21,81,99,10.92
370,yulara,AU,2021-11-13 00:03:11,-25.2406,130.9889,63.95,33,0,8.32
371,san julian,ML,2021-11-13 00:00:45,13.3034,-4.8956,78.66,16,67,10.36
372,kiama,AU,2021-11-13 00:01:14,-34.6833,150.8667,64.26,56,100,16.73
373,pemangkat,ID,2021-11-13 00:03:11,1.1667,108.9667,74.8,94,100,6.96
374,lagoa,PT,2021-11-13 00:03:11,39.05,-27.9833,67.41,85,96,17.85
375,seoul,KR,2021-11-12 23:59:43,37.5683,126.9778,44.04,86,20,1.14
376,margate,GB,2021-11-13 00:03:12,51.3813,1.3862,54.97,84,100,1.99
377,ilulissat,GL,2021-11-13 00:03:12,69.2167,-51.1,8.62,47,75,13.8
378,mount gambier,GB,2021-11-13 00:03:12,53.6597,-1.8537,51.98,70,93,5.01
379,ziro,IN,2021-11-13 00:03:13,27.6333,93.8333,41.23,79,70,2.37
380,san vicente,ML,2021-11-13 00:00:45,13.3034,-4.8956,78.66,16,67,10.36
381,hitoyoshi,JP,2021-11-13 00:03:13,32.2167,130.75,48.7,82,70,3.02
382,agirish,RU,2021-11-13 00:03:13,61.9247,63.0231,28.44,94,96,9.13
383,wokha,IN,2021-11-13 00:03:14,26.1,94.2667,46.98,95,87,3.2
384,bilibino,RU,2021-11-13 00:03:14,68.0546,166.4372,13.91,96,99,3.24
385,nizwa,OM,2021-11-13 00:03:14,22.9333,57.5333,67.24,50,0,2.75
386,oron,NG,2021-11-13 00:03:14,4.8256,8.2343,77.49,90,98,3.24
387,abilene,US,2021-11-13 00:02:20,32.4487,-99.7331,59.49,28,1,8.05
388,boende,CD,2021-11-13 00:03:15,-0.2167,20.8667,70.88,97,100,1.23
389,oussouye,SN,2021-11-13 00:03:15,12.485,-16.5469,76.86,79,100,3.96
390,biak,ID,2021-11-13 00:03:15,-0.9131,122.8766,82.02,70,99,1.25
391,pacific grove,US,2021-11-13 00:03:15,38.482,-90.7415,41.95,64,95,3.0
392,shasta lake,US,2021-11-13 00:03:16,40.7665,-122.0344,66.76,66,32,0.54
393,murgab,TM,2021-11-13 00:03:16,37.4966,61.9714,40.57,76,58,6.73
394,buala,SB,2021-11-13 00:03:16,-8.145,159.5921,85.87,70,67,5.41
395,sidoarjo,ID,2021-11-13 00:02:23,-7.4478,112.7183,80.56,89,20,3.44
396,wanning,CN,2021-11-13 00:03:16,18.8003,110.3967,70.16,70,98,13.33
397,acarau,BR,2021-11-13 00:00:08,-2.8856,-40.12,80.6,74,12,10.96
398,krasnoye,UA,2021-11-13 00:03:17,49.9145,24.6134,42.19,86,1,6.04
399,rubtsovsk,RU,2021-11-13 00:03:17,51.5,81.25,33.37,79,100,13.4
400,muros,ES,2021-11-13 00:03:17,42.7762,-9.0603,56.98,88,32,7.47
401,quibdo,CO,2021-11-13 00:03:18,5.6947,-76.6611,73.85,98,82,2.59
402,cap malheureux,FR,2021-11-13 00:03:18,49.2718,-1.2104,54.86,86,100,13.09
403,opuwo,NA,2021-11-13 00:03:18,-18.0607,13.84,72.59,48,60,3.83
404,yar-sale,RU,2021-11-13 00:03:18,66.8333,70.8333,14.5,97,100,0.98
405,tessalit,ML,2021-11-13 00:03:19,20.1986,1.0114,70.9,14,98,8.28
406,tura,IN,2021-11-13 00:03:19,25.5198,90.2201,59.23,89,30,3.53
407,wuning,CN,2021-11-13 00:03:19,29.2589,120.2311,54.09,69,100,1.7
408,half moon bay,LR,2021-11-13 00:04:20,6.3807,-10.6953,76.89,88,73,5.26
409,olafsvik,IS,2021-11-13 00:04:20,64.8945,-23.7142,40.39,68,100,15.41
410,ingham,US,2021-11-13 00:04:20,42.6,-84.3833,39.88,86,90,9.22
411,samarai,PG,2021-11-13 00:04:21,-10.6167,150.6667,84.04,72,100,4.16
412,yugorsk,RU,2021-11-13 00:04:21,61.3133,63.3319,28.89,92,100,8.97
413,ambalavao,MG,2021-11-13 00:04:21,-21.8333,46.9333,66.79,90,100,1.34
414,yakima,US,2021-11-13 00:03:28,46.4665,-120.6678,52.68,93,90,6.91
415,rugby,GB,2021-11-13 00:04:21,52.3709,-1.2642,53.08,84,95,1.01
416,tiznit,MA,2021-11-13 00:04:22,29.5833,-9.5,54.16,84,19,3.22
417,jacqueville,CI,2021-11-13 00:04:22,5.2052,-4.4146,82.31,83,88,10.45
418,veraval,IN,2021-11-13 00:04:22,20.9,70.3667,73.81,40,58,13.15
419,roebourne,AU,2021-11-13 00:04:22,-20.7833,117.1333,81.86,28,75,14.0
420,ossora,RU,2021-11-13 00:04:23,59.2353,163.0719,28.31,92,83,4.63
421,areia branca,BR,2021-11-13 00:04:23,-6.9633,-35.6917,71.2,90,41,12.91
422,tommot,RU,2021-11-13 00:04:23,58.9564,126.2925,14.27,93,100,7.47
423,alto araguaia,US,2021-11-13 00:04:23,31.6505,-95.0727,63.84,46,0,7.72
424,zhigansk,RU,2021-11-13 00:04:24,66.7697,123.3711,-13.16,94,95,8.32
425,grand gaube,US,2021-11-13 00:04:24,38.8755,-109.5012,56.59,44,5,1.61
426,zhuhai,CN,2021-11-13 00:04:24,22.2769,113.5678,70.99,52,0,16.11
427,inirida,CO,2021-11-13 00:04:24,3.8653,-67.9239,75.97,87,97,0.74
428,bathsheba,BB,2021-11-13 00:04:25,13.2167,-59.5167,79.92,76,84,15.08
429,zaltan,LY,2021-11-13 00:04:25,32.947,11.8665,62.82,52,45,9.1
430,wroclaw,PL,2021-11-13 00:04:09,51.1,17.0333,42.08,89,32,3.0
431,isiro,CD,2021-11-13 00:04:25,2.7739,27.616,66.58,98,96,1.41
432,karpogory,RU,2021-11-13 00:04:25,64.0019,44.4451,29.91,91,100,8.66
433,rafaela,AR,2021-11-13 00:04:26,-31.2503,-61.4867,76.05,41,0,3.0
434,duyun,CN,2021-11-13 00:04:26,26.2667,107.5167,45.46,90,73,2.64
435,andenes,NO,2021-11-13 00:04:26,69.3143,16.1194,35.58,69,98,25.32
436,vangaindrano,MG,2021-11-13 00:04:27,-23.35,47.6,72.37,94,83,5.28
437,nizhniy kuranakh,RU,2021-11-13 00:04:27,45.3926,39.2364,35.62,92,27,6.96
438,wilmington,US,2021-11-13 00:03:03,34.2257,-77.9447,62.51,82,1,0.0
439,tiarei,PF,2021-11-13 00:04:27,-17.5333,-149.3333,84.22,63,52,10.07
440,zhanaozen,KZ,2021-11-13 00:04:27,43.3,52.8,30.85,53,15,8.75
441,kuryk,KZ,2021-11-13 00:04:28,43.2,51.65,44.4,73,35,8.61
442,batagay-alyta,RU,2021-11-13 00:04:28,67.8006,130.4114,-1.26,98,100,2.91
443,jacareacanga,BR,2021-11-13 00:04:28,-6.2222,-57.7528,74.07,90,82,1.39
444,fairbanks,US,2021-11-13 00:01:04,64.8378,-147.7164,7.21,79,90,0.0
445,ambon,ID,2021-11-13 00:04:29,-3.6954,128.1814,84.34,79,20,4.61
446,whitehorse,CA,2021-11-13 00:04:17,60.7161,-135.0538,27.37,86,90,5.99
447,rocha,UY,2021-11-13 00:01:26,-34.4833,-54.3333,56.07,74,99,9.06
448,jesus carranza,PY,2021-11-13 00:04:29,-27.05,-55.7833,73.02,67,14,6.82
449,porto novo,PT,2021-11-13 00:00:09,41.1496,-8.611,54.03,89,21,3.0
450,vila,PT,2021-11-13 00:04:29,42.0304,-8.1588,46.92,86,21,3.69
451,lommel,BE,2021-11-13 00:04:29,51.2317,5.311,49.91,90,90,5.99
452,kemise,ET,2021-11-13 00:04:30,10.7167,39.8667,63.19,63,50,3.0
453,aykhal,RU,2021-11-13 00:04:30,66.0,111.5,-11.69,96,94,3.62
454,port hardy,CD,2021-11-13 00:04:30,-7.0349,29.7638,77.38,56,72,6.2
455,jaciara,BR,2021-11-13 00:04:31,-15.9653,-54.9683,73.99,91,100,2.66
456,sambava,MG,2021-11-13 00:04:31,-14.2667,50.1667,73.83,82,25,6.2
457,kokopo,PG,2021-11-13 00:04:31,-4.352,152.2633,85.44,66,86,3.94
458,cervo,ES,2021-11-13 00:04:31,43.6702,-7.4101,55.96,88,16,3.44
459,yangambi,CD,2021-11-13 00:05:32,0.8102,24.4336,69.62,99,100,2.33
460,dudinka,RU,2021-11-13 00:05:32,69.4058,86.1778,8.98,92,100,21.77
461,vega de alatorre,US,2021-11-13 00:05:32,35.2428,-102.4283,50.92,35,27,4.63
462,hornepayne,CA,2021-11-13 00:05:32,49.2138,-84.7705,29.79,94,100,3.69
463,camacha,PT,2021-11-13 00:05:33,33.0833,-16.3333,63.82,68,75,3.44
464,kolobovo,RU,2021-11-13 00:05:33,56.702,41.3417,32.45,98,100,8.28
465,turayf,SA,2021-11-13 00:05:33,31.6725,38.6637,54.55,30,87,11.74
466,mandalgovi,MN,2021-11-13 00:05:33,45.7625,106.2708,27.54,36,77,9.73
467,coquimbo,CL,2021-11-13 00:01:29,-29.9533,-71.3436,60.57,78,5,8.68
468,opelika,US,2021-11-13 00:05:34,32.6454,-85.3783,57.07,74,1,4.61
469,aktau,KZ,2021-11-13 00:05:34,43.65,51.2,32.58,69,41,9.57
470,haines junction,US,2021-11-13 00:05:34,59.2286,-135.4441,37.08,86,90,11.5
471,pitimbu,BR,2021-11-13 00:05:35,-7.4706,-34.8086,79.39,77,27,12.91
472,erenhot,CN,2021-11-13 00:05:35,43.6475,111.9767,25.2,69,54,10.16
473,nelson bay,NZ,2021-11-13 00:05:35,-41.2833,173.2833,64.69,97,100,1.01
474,palmer,US,2021-11-13 00:05:35,42.1584,-72.3287,57.22,79,75,0.0
475,tual,ID,2021-11-13 00:05:36,-5.6667,132.75,84.45,69,100,0.22
476,bosaso,SO,2021-11-13 00:05:36,11.2842,49.1816,75.88,72,56,3.53
477,frutal,BR,2021-11-13 00:05:36,-20.0247,-48.9406,74.77,64,100,13.18
478,dire dawa,ML,2021-11-13 00:05:36,12.2833,-10.9667,75.74,54,100,2.73
479,imbituba,BR,2021-11-13 00:05:37,-28.24,-48.6703,64.81,80,99,7.18
480,maragogi,BR,2021-11-13 00:05:37,-9.0122,-35.2225,78.76,81,52,11.21
481,amapa,BR,2021-11-13 00:05:37,1.0,-52.0,78.87,63,57,4.61
482,aasiaat,GL,2021-11-13 00:05:38,68.7098,-52.8699,6.28,95,100,6.8
483,flinders,AU,2021-11-13 00:05:38,-34.5833,150.8552,64.06,61,99,15.99
484,lata,PT,2021-11-13 00:05:38,40.1629,-8.3327,47.07,78,6,3.04
485,maneromango,TZ,2021-11-13 00:05:38,-7.1988,38.7848,68.36,97,64,2.28
486,port-de-bouc,FR,2021-11-13 00:05:39,43.4,4.9833,60.58,90,0,9.22
487,turbat,PK,2021-11-13 00:01:16,26.0023,63.044,69.73,22,0,6.22
488,zabid,YE,2021-11-13 00:05:39,14.1951,43.3152,79.95,53,67,2.51
489,kabare,CD,2021-11-13 00:05:39,-2.4683,28.8242,61.23,89,91,2.53
490,belyy yar,RU,2021-11-13 00:05:39,55.8402,32.9419,39.24,84,100,10.6
491,vila franca do campo,PT,2021-11-13 00:04:29,42.0304,-8.1588,46.92,86,21,3.69
492,cockburn harbour,AU,2021-11-13 00:05:40,-32.0833,141.0,59.67,44,64,19.33
493,fengzhen,CN,2021-11-13 00:05:40,40.4394,113.1536,19.65,83,5,1.59
494,yatou,CN,2021-11-13 00:05:40,37.15,122.3833,46.18,56,0,5.75
495,tamara,HN,2021-11-13 00:05:41,14.15,-87.3333,63.72,86,66,4.27
496,severo-kurilsk,RU,2021-11-13 00:05:41,50.6789,156.125,42.4,95,100,5.46
497,bac lieu,RS,2021-11-13 00:05:41,45.3919,19.2367,42.31,78,100,1.48
498,mogadishu,SO,2021-11-13 00:05:20,2.0371,45.3438,79.7,75,99,12.64
499,manta,EC,2021-11-13 00:05:41,-0.95,-80.7333,71.38,83,90,11.5
500,elizabeth city,US,2021-11-13 00:05:42,40.664,-74.2107,59.95,57,20,10.0
501,kawana waters,AU,2021-11-13 00:05:42,-23.3335,150.5051,73.31,40,65,9.22
502,robertson,US,2021-11-13 00:05:42,36.5167,-86.8667,57.18,88,90,18.41
503,abay,KZ,2021-11-13 00:05:42,49.6311,72.8539,21.58,85,33,10.27
504,manaure,CO,2021-11-13 00:05:43,11.7751,-72.4445,82.18,68,46,19.91
505,santa cruz de rosales,PH,2021-11-13 00:05:43,17.486,120.4348,80.33,73,58,4.41
506,saint-francois,FR,2021-11-13 00:05:43,46.4154,3.9054,33.24,100,24,4.61
507,fort-shevchenko,KZ,2021-11-13 00:05:43,44.5086,50.263,47.16,75,87,15.37
508,nizhniy odes,RU,2021-11-13 00:05:44,45.3926,39.2364,35.62,92,27,6.96
509,bandarbeyla,SO,2021-11-13 00:05:44,9.4942,50.8122,77.41,77,53,12.33
510,dubbo,AU,2021-11-13 00:06:44,-32.25,148.6167,57.33,62,68,23.02
511,praia,CV,2021-11-13 00:06:45,14.9215,-23.5087,75.79,75,30,9.75
512,hailar,CN,2021-11-13 00:06:45,49.2,119.7,25.32,87,50,10.13
513,kandrian,PG,2021-11-13 00:06:45,-6.2167,149.55,87.01,64,96,3.74
514,zabol,AF,2021-11-13 00:06:45,32.25,67.25,37.96,33,0,4.23
515,klaipeda,LT,2021-11-13 00:06:46,55.7172,21.1175,37.45,82,100,7.72
516,jumla,NP,2021-11-13 00:06:46,29.2747,82.1838,41.97,29,0,5.35
517,konevo,RU,2021-11-13 00:06:46,62.1215,39.3192,32.4,86,100,5.17
518,seddon,AU,2021-11-13 00:06:47,-37.8068,144.8916,57.2,84,75,10.0
519,nevel,RU,2021-11-13 00:06:47,56.0209,29.9284,39.47,78,79,7.74
520,kovdor,RU,2021-11-13 00:06:47,67.5662,30.4758,11.88,99,86,1.66
521,bulgan,MN,2021-11-13 00:06:47,48.8125,103.5347,27.88,36,52,3.8
522,mamallapuram,IN,2021-11-13 00:06:48,12.6264,80.1722,77.05,90,80,5.73
523,hualmay,PE,2021-11-13 00:06:48,-11.0964,-77.6139,64.87,80,97,11.95
524,east liverpool,IS,2021-11-13 00:06:48,65.0,-15.0,26.47,100,100,2.15
525,xinpu,CN,2021-11-13 00:06:48,34.5997,119.1594,47.43,65,0,4.61
526,lamar,US,2021-11-13 00:06:42,33.6668,-95.5836,53.51,26,1,9.22
527,muzhi,RU,2021-11-13 00:06:49,65.3667,64.6667,16.0,92,100,4.14
528,tulagi,SB,2021-11-13 00:06:49,-9.0996,160.1476,83.12,75,37,9.73
529,tera,NE,2021-11-13 00:06:49,14.0078,0.7531,81.88,11,79,12.17
530,fuerte olimpo,PH,2021-11-13 00:06:49,17.5381,120.3644,80.76,73,62,4.21
531,yaan,NG,2021-11-13 00:06:50,7.3833,8.5667,77.25,74,51,4.97
532,polczyn-zdroj,PL,2021-11-13 00:06:50,53.7642,16.0957,43.29,91,96,13.62
533,eureka,US,2021-11-13 00:06:50,40.8021,-124.1637,66.2,78,99,3.0
534,chapais,CA,2021-11-13 00:06:51,49.7834,-74.8492,37.81,97,100,6.4
535,togul,RU,2021-11-13 00:06:51,53.465,85.9128,32.99,90,99,14.45
536,pampas,PE,2021-11-13 00:06:51,-12.4,-74.9,52.07,86,100,1.07
537,punta alta,PH,2021-11-13 00:06:51,8.9897,125.34,81.84,75,97,4.07
538,tazovskiy,RU,2021-11-13 00:06:52,67.4667,78.7,13.26,94,100,13.82
539,chokwe,MZ,2021-11-13 00:06:52,-24.5333,32.9833,77.27,65,99,9.57
540,bengkulu,ID,2021-11-13 00:05:58,-3.8004,102.2655,76.64,87,95,3.0
541,husavik,IS,2021-11-13 00:06:52,66.0449,-17.3389,26.46,81,100,13.04
542,lautaro,CL,2021-11-13 00:06:53,-38.5167,-72.45,55.38,82,100,5.06
543,ndjole,GA,2021-11-13 00:06:53,-0.1783,10.7649,73.9,99,100,1.34
544,high level,US,2021-11-13 00:06:53,33.6123,-95.7472,57.06,37,7,9.24
545,norrtalje,SE,2021-11-13 00:06:53,59.758,18.705,41.85,79,100,1.95
546,north bend,FR,2021-11-13 00:06:54,50.3333,3.6667,52.12,95,94,13.04
547,charters towers,US,2021-11-13 00:06:54,38.5736,-83.4333,53.98,62,78,9.84
548,rypefjord,NO,2021-11-13 00:06:54,70.6333,23.6667,32.47,80,75,12.66
549,havre-saint-pierre,CA,2021-11-13 00:06:54,50.2334,-63.5986,34.81,58,97,14.9
550,cali,CO,2021-11-13 00:04:56,3.4372,-76.5225,68.74,93,99,3.56
551,tupelo,US,2021-11-13 00:06:55,34.2576,-88.7034,54.46,72,45,6.26
552,boundiali,CI,2021-11-13 00:06:55,9.5217,-6.4869,79.21,65,100,0.98
553,magugu,TZ,2021-11-13 00:06:55,-4.0167,35.7667,70.38,60,96,1.1
